dteday,season,yr,weekday,hr,rider_type,riders,price,COGS,revenue,profit
2/1/2021,1,0,0,11,casual,16,3.99,1.24,63.84,44
2/1/2021,1,0,0,12,casual,20,3.99,1.24,79.8,55
2/1/2021,1,0,0,13,casual,11,3.99,1.24,43.89,30.25
2/1/2021,1,0,0,14,casual,4,3.99,1.24,15.96,11
2/1/2021,1,0,0,15,casual,19,3.99,1.24,75.81,52.25
2/1/2021,1,0,0,16,casual,9,3.99,1.24,35.91,24.75
2/1/2021,1,0,0,17,casual,7,3.99,1.24,27.93,19.25
2/1/2021,1,0,0,18,casual,10,3.99,1.24,39.9,27.5
2/1/2021,1,0,0,19,casual,1,3.99,1.24,3.99,2.75
2/1/2021,1,0,0,20,casual,5,3.99,1.24,19.95,13.75
2/1/2021,1,0,0,21,casual,11,3.99,1.24,43.89,30.25
2/1/2021,1,0,0,22,casual,0,3.99,1.24,0,0
2/1/2021,1,0,0,23,casual,0,3.99,1.24,0,0
3/1/2021,1,0,1,0,casual,0,3.99,1.24,0,0
3/1/2021,1,0,1,1,casual,0,3.99,1.24,0,0
3/1/2021,1,0,1,4,casual,0,3.99,1.24,0,0
3/1/2021,1,0,1,5,casual,0,3.99,1.24,0,0
3/1/2021,1,0,1,6,casual,0,3.99,1.24,0,0
3/1/2021,1,0,1,7,casual,1,3.99,1.24,3.99,2.75
3/1/2021,1,0,1,8,casual,1,3.99,1.24,3.99,2.75
3/1/2021,1,0,1,9,casual,7,3.99,1.24,27.93,19.25
3/1/2021,1,0,1,10,casual,11,3.99,1.24,43.89,30.25
3/1/2021,1,0,1,11,casual,10,3.99,1.24,39.9,27.5
3/1/2021,1,0,1,12,casual,13,3.99,1.24,51.87,35.75
3/1/2021,1,0,1,13,casual,8,3.99,1.24,31.92,22
3/1/2021,1,0,1,14,casual,11,3.99,1.24,43.89,30.25
3/1/2021,1,0,1,15,casual,14,3.99,1.24,55.86,38.5
3/1/2021,1,0,1,16,casual,9,3.99,1.24,35.91,24.75
3/1/2021,1,0,1,17,casual,11,3.99,1.24,43.89,30.25
3/1/2021,1,0,1,18,casual,9,3.99,1.24,35.91,24.75
3/1/2021,1,0,1,19,casual,8,3.99,1.24,31.92,22
3/1/2021,1,0,1,20,casual,3,3.99,1.24,11.97,8.25
3/1/2021,1,0,1,21,casual,3,3.99,1.24,11.97,8.25
3/1/2021,1,0,1,22,casual,0,3.99,1.24,0,0
3/1/2021,1,0,1,23,casual,1,3.99,1.24,3.99,2.75
4/1/2021,1,0,2,0,casual,0,3.99,1.24,0,0
4/1/2021,1,0,2,1,casual,0,3.99,1.24,0,0
4/1/2021,1,0,2,2,casual,0,3.99,1.24,0,0
4/1/2021,1,0,2,4,casual,0,3.99,1.24,0,0
4/1/2021,1,0,2,5,casual,0,3.99,1.24,0,0
4/1/2021,1,0,2,6,casual,0,3.99,1.24,0,0
4/1/2021,1,0,2,7,casual,2,3.99,1.24,7.98,5.5
4/1/2021,1,0,2,8,casual,2,3.99,1.24,7.98,5.5
4/1/2021,1,0,2,9,casual,2,3.99,1.24,7.98,5.5
4/1/2021,1,0,2,10,casual,5,3.99,1.24,19.95,13.75
4/1/2021,1,0,2,11,casual,7,3.99,1.24,27.93,19.25
4/1/2021,1,0,2,12,casual,12,3.99,1.24,47.88,33
4/1/2021,1,0,2,13,casual,18,3.99,1.24,71.82,49.5
4/1/2021,1,0,2,14,casual,9,3.99,1.24,35.91,24.75
4/1/2021,1,0,2,15,casual,17,3.99,1.24,67.83,46.75
4/1/2021,1,0,2,16,casual,15,3.99,1.24,59.85,41.25
4/1/2021,1,0,2,17,casual,10,3.99,1.24,39.9,27.5
4/1/2021,1,0,2,18,casual,3,3.99,1.24,11.97,8.25
4/1/2021,1,0,2,19,casual,2,3.99,1.24,7.98,5.5
4/1/2021,1,0,2,20,casual,1,3.99,1.24,3.99,2.75
4/1/2021,1,0,2,21,casual,0,3.99,1.24,0,0
4/1/2021,1,0,2,22,casual,1,3.99,1.24,3.99,2.75
4/1/2021,1,0,2,23,casual,2,3.99,1.24,7.98,5.5
5/1/2021,1,0,3,0,casual,0,3.99,1.24,0,0
5/1/2021,1,0,3,1,casual,0,3.99,1.24,0,0
5/1/2021,1,0,3,2,casual,0,3.99,1.24,0,0
5/1/2021,1,0,3,4,casual,0,3.99,1.24,0,0
5/1/2021,1,0,3,5,casual,0,3.99,1.24,0,0
5/1/2021,1,0,3,6,casual,0,3.99,1.24,0,0
5/1/2021,1,0,3,7,casual,1,3.99,1.24,3.99,2.75
5/1/2021,1,0,3,8,casual,3,3.99,1.24,11.97,8.25
5/1/2021,1,0,3,9,casual,6,3.99,1.24,23.94,16.5
5/1/2021,1,0,3,10,casual,4,3.99,1.24,15.96,11
5/1/2021,1,0,3,11,casual,12,3.99,1.24,47.88,33
5/1/2021,1,0,3,12,casual,5,3.99,1.24,19.95,13.75
5/1/2021,1,0,3,13,casual,6,3.99,1.24,23.94,16.5
5/1/2021,1,0,3,14,casual,10,3.99,1.24,39.9,27.5
5/1/2021,1,0,3,15,casual,7,3.99,1.24,27.93,19.25
5/1/2021,1,0,3,16,casual,4,3.99,1.24,15.96,11
5/1/2021,1,0,3,17,casual,4,3.99,1.24,15.96,11
5/1/2021,1,0,3,18,casual,3,3.99,1.24,11.97,8.25
5/1/2021,1,0,3,19,casual,5,3.99,1.24,19.95,13.75
5/1/2021,1,0,3,20,casual,7,3.99,1.24,27.93,19.25
5/1/2021,1,0,3,21,casual,3,3.99,1.24,11.97,8.25
5/1/2021,1,0,3,22,casual,1,3.99,1.24,3.99,2.75
5/1/2021,1,0,3,23,casual,1,3.99,1.24,3.99,2.75
6/1/2021,1,0,4,0,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,1,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,2,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,4,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,5,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,6,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,7,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,8,casual,3,3.99,1.24,11.97,8.25
6/1/2021,1,0,4,9,casual,6,3.99,1.24,23.94,16.5
6/1/2021,1,0,4,10,casual,3,3.99,1.24,11.97,8.25
6/1/2021,1,0,4,11,casual,2,3.99,1.24,7.98,5.5
6/1/2021,1,0,4,12,casual,6,3.99,1.24,23.94,16.5
6/1/2021,1,0,4,13,casual,12,3.99,1.24,47.88,33
6/1/2021,1,0,4,14,casual,11,3.99,1.24,43.89,30.25
6/1/2021,1,0,4,15,casual,8,3.99,1.24,31.92,22
6/1/2021,1,0,4,16,casual,12,3.99,1.24,47.88,33
6/1/2021,1,0,4,17,casual,9,3.99,1.24,35.91,24.75
6/1/2021,1,0,4,18,casual,5,3.99,1.24,19.95,13.75
6/1/2021,1,0,4,19,casual,3,3.99,1.24,11.97,8.25
6/1/2021,1,0,4,20,casual,3,3.99,1.24,11.97,8.25
6/1/2021,1,0,4,21,casual,0,3.99,1.24,0,0
6/1/2021,1,0,4,22,casual,1,3.99,1.24,3.99,2.75
6/1/2021,1,0,4,23,casual,4,3.99,1.24,15.96,11
7/1/2021,1,0,5,0,casual,4,3.99,1.24,15.96,11
7/1/2021,1,0,5,1,casual,2,3.99,1.24,7.98,5.5
7/1/2021,1,0,5,2,casual,0,3.99,1.24,0,0
7/1/2021,1,0,5,4,casual,0,3.99,1.24,0,0
7/1/2021,1,0,5,5,casual,0,3.99,1.24,0,0
7/1/2021,1,0,5,6,casual,8,3.99,1.24,31.92,22
7/1/2021,1,0,5,7,casual,8,3.99,1.24,31.92,22
7/1/2021,1,0,5,8,casual,20,3.99,1.24,79.8,55
7/1/2021,1,0,5,9,casual,9,3.99,1.24,35.91,24.75
7/1/2021,1,0,5,10,casual,16,3.99,1.24,63.84,44
7/1/2021,1,0,5,11,casual,19,3.99,1.24,75.81,52.25
7/1/2021,1,0,5,12,casual,9,3.99,1.24,35.91,24.75
7/1/2021,1,0,5,13,casual,9,3.99,1.24,35.91,24.75
7/1/2021,1,0,5,14,casual,7,3.99,1.24,27.93,19.25
7/1/2021,1,0,5,15,casual,9,3.99,1.24,35.91,24.75
7/1/2021,1,0,5,16,casual,5,3.99,1.24,19.95,13.75
7/1/2021,1,0,5,17,casual,9,3.99,1.24,35.91,24.75
7/1/2021,1,0,5,18,casual,7,3.99,1.24,27.93,19.25
7/1/2021,1,0,5,19,casual,3,3.99,1.24,11.97,8.25
7/1/2021,1,0,5,20,casual,1,3.99,1.24,3.99,2.75
7/1/2021,1,0,5,21,casual,0,3.99,1.24,0,0
7/1/2021,1,0,5,22,casual,2,3.99,1.24,7.98,5.5
7/1/2021,1,0,5,23,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,0,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,1,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,2,casual,3,3.99,1.24,11.97,8.25
8/1/2021,1,0,6,3,casual,0,3.99,1.24,0,0
8/1/2021,1,0,6,4,casual,0,3.99,1.24,0,0
8/1/2021,1,0,6,5,casual,0,3.99,1.24,0,0
8/1/2021,1,0,6,6,casual,0,3.99,1.24,0,0
8/1/2021,1,0,6,7,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,8,casual,0,3.99,1.24,0,0
8/1/2021,1,0,6,9,casual,0,3.99,1.24,0,0
8/1/2021,1,0,6,10,casual,5,3.99,1.24,19.95,13.75
8/1/2021,1,0,6,11,casual,2,3.99,1.24,7.98,5.5
8/1/2021,1,0,6,12,casual,8,3.99,1.24,31.92,22
8/1/2021,1,0,6,13,casual,7,3.99,1.24,27.93,19.25
8/1/2021,1,0,6,14,casual,12,3.99,1.24,47.88,33
8/1/2021,1,0,6,15,casual,5,3.99,1.24,19.95,13.75
8/1/2021,1,0,6,16,casual,8,3.99,1.24,31.92,22
8/1/2021,1,0,6,17,casual,5,3.99,1.24,19.95,13.75
8/1/2021,1,0,6,18,casual,3,3.99,1.24,11.97,8.25
8/1/2021,1,0,6,19,casual,4,3.99,1.24,15.96,11
8/1/2021,1,0,6,20,casual,0,3.99,1.24,0,0
8/1/2021,1,0,6,21,casual,2,3.99,1.24,7.98,5.5
8/1/2021,1,0,6,22,casual,1,3.99,1.24,3.99,2.75
8/1/2021,1,0,6,23,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,0,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,1,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,2,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,3,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,4,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,5,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,6,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,7,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,8,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,9,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,10,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,11,casual,2,3.99,1.24,7.98,5.5
9/1/2021,1,0,0,12,casual,4,3.99,1.24,15.96,11
9/1/2021,1,0,0,13,casual,6,3.99,1.24,23.94,16.5
9/1/2021,1,0,0,14,casual,8,3.99,1.24,31.92,22
9/1/2021,1,0,0,15,casual,5,3.99,1.24,19.95,13.75
9/1/2021,1,0,0,16,casual,13,3.99,1.24,51.87,35.75
9/1/2021,1,0,0,17,casual,3,3.99,1.24,11.97,8.25
9/1/2021,1,0,0,18,casual,4,3.99,1.24,15.96,11
9/1/2021,1,0,0,19,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,20,casual,0,3.99,1.24,0,0
9/1/2021,1,0,0,21,casual,1,3.99,1.24,3.99,2.75
9/1/2021,1,0,0,22,casual,5,3.99,1.24,19.95,13.75
9/1/2021,1,0,0,23,casual,0,3.99,1.24,0,0
10/1/2021,1,0,1,0,casual,2,3.99,1.24,7.98,5.5
10/1/2021,1,0,1,1,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,2,casual,0,3.99,1.24,0,0
10/1/2021,1,0,1,3,casual,0,3.99,1.24,0,0
10/1/2021,1,0,1,4,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,5,casual,0,3.99,1.24,0,0
10/1/2021,1,0,1,6,casual,0,3.99,1.24,0,0
10/1/2021,1,0,1,7,casual,2,3.99,1.24,7.98,5.5
10/1/2021,1,0,1,8,casual,4,3.99,1.24,15.96,11
10/1/2021,1,0,1,9,casual,2,3.99,1.24,7.98,5.5
10/1/2021,1,0,1,10,casual,0,3.99,1.24,0,0
10/1/2021,1,0,1,11,casual,2,3.99,1.24,7.98,5.5
10/1/2021,1,0,1,12,casual,5,3.99,1.24,19.95,13.75
10/1/2021,1,0,1,13,casual,4,3.99,1.24,15.96,11
10/1/2021,1,0,1,14,casual,0,3.99,1.24,0,0
10/1/2021,1,0,1,15,casual,2,3.99,1.24,7.98,5.5
10/1/2021,1,0,1,16,casual,4,3.99,1.24,15.96,11
10/1/2021,1,0,1,17,casual,4,3.99,1.24,15.96,11
10/1/2021,1,0,1,18,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,19,casual,3,3.99,1.24,11.97,8.25
10/1/2021,1,0,1,20,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,21,casual,1,3.99,1.24,3.99,2.75
10/1/2021,1,0,1,22,casual,2,3.99,1.24,7.98,5.5
10/1/2021,1,0,1,23,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,0,casual,2,3.99,1.24,7.98,5.5
11/1/2021,1,0,2,1,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,2,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,5,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,6,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,7,casual,2,3.99,1.24,7.98,5.5
11/1/2021,1,0,2,8,casual,3,3.99,1.24,11.97,8.25
11/1/2021,1,0,2,9,casual,3,3.99,1.24,11.97,8.25
11/1/2021,1,0,2,10,casual,3,3.99,1.24,11.97,8.25
11/1/2021,1,0,2,11,casual,4,3.99,1.24,15.96,11
11/1/2021,1,0,2,12,casual,2,3.99,1.24,7.98,5.5
11/1/2021,1,0,2,13,casual,6,3.99,1.24,23.94,16.5
11/1/2021,1,0,2,14,casual,3,3.99,1.24,11.97,8.25
11/1/2021,1,0,2,15,casual,2,3.99,1.24,7.98,5.5
11/1/2021,1,0,2,16,casual,4,3.99,1.24,15.96,11
11/1/2021,1,0,2,17,casual,6,3.99,1.24,23.94,16.5
11/1/2021,1,0,2,18,casual,1,3.99,1.24,3.99,2.75
11/1/2021,1,0,2,19,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,20,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,21,casual,0,3.99,1.24,0,0
11/1/2021,1,0,2,22,casual,1,3.99,1.24,3.99,2.75
11/1/2021,1,0,2,23,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,0,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,1,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,2,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,5,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,6,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,7,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,8,casual,3,3.99,1.24,11.97,8.25
12/1/2021,1,0,3,9,casual,3,3.99,1.24,11.97,8.25
12/1/2021,1,0,3,10,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,11,casual,3,3.99,1.24,11.97,8.25
12/1/2021,1,0,3,12,casual,3,3.99,1.24,11.97,8.25
12/1/2021,1,0,3,13,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,14,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,15,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,16,casual,5,3.99,1.24,19.95,13.75
12/1/2021,1,0,3,17,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,18,casual,2,3.99,1.24,7.98,5.5
12/1/2021,1,0,3,19,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,20,casual,2,3.99,1.24,7.98,5.5
12/1/2021,1,0,3,21,casual,0,3.99,1.24,0,0
12/1/2021,1,0,3,22,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,3,23,casual,1,3.99,1.24,3.99,2.75
13/1/2021,1,0,4,0,casual,1,3.99,1.24,3.99,2.75
13/1/2021,1,0,4,1,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,2,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,3,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,4,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,5,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,6,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,7,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,8,casual,5,3.99,1.24,19.95,13.75
13/1/2021,1,0,4,9,casual,2,3.99,1.24,7.98,5.5
13/1/2021,1,0,4,10,casual,2,3.99,1.24,7.98,5.5
13/1/2021,1,0,4,11,casual,4,3.99,1.24,15.96,11
13/1/2021,1,0,4,12,casual,3,3.99,1.24,11.97,8.25
13/1/2021,1,0,4,13,casual,2,3.99,1.24,7.98,5.5
13/1/2021,1,0,4,14,casual,3,3.99,1.24,11.97,8.25
13/1/2021,1,0,4,15,casual,5,3.99,1.24,19.95,13.75
13/1/2021,1,0,4,16,casual,2,3.99,1.24,7.98,5.5
13/1/2021,1,0,4,17,casual,4,3.99,1.24,15.96,11
13/1/2021,1,0,4,18,casual,3,3.99,1.24,11.97,8.25
13/1/2021,1,0,4,19,casual,1,3.99,1.24,3.99,2.75
13/1/2021,1,0,4,20,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,21,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,22,casual,0,3.99,1.24,0,0
13/1/2021,1,0,4,23,casual,1,3.99,1.24,3.99,2.75
14/1/2021,1,0,5,0,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,1,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,2,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,3,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,5,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,6,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,7,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,8,casual,2,3.99,1.24,7.98,5.5
14/1/2021,1,0,5,9,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,10,casual,4,3.99,1.24,15.96,11
14/1/2021,1,0,5,11,casual,6,3.99,1.24,23.94,16.5
14/1/2021,1,0,5,12,casual,2,3.99,1.24,7.98,5.5
14/1/2021,1,0,5,13,casual,4,3.99,1.24,15.96,11
14/1/2021,1,0,5,14,casual,5,3.99,1.24,19.95,13.75
14/1/2021,1,0,5,15,casual,9,3.99,1.24,35.91,24.75
14/1/2021,1,0,5,16,casual,3,3.99,1.24,11.97,8.25
14/1/2021,1,0,5,17,casual,4,3.99,1.24,15.96,11
14/1/2021,1,0,5,18,casual,5,3.99,1.24,19.95,13.75
14/1/2021,1,0,5,19,casual,3,3.99,1.24,11.97,8.25
14/1/2021,1,0,5,20,casual,0,3.99,1.24,0,0
14/1/2021,1,0,5,21,casual,4,3.99,1.24,15.96,11
14/1/2021,1,0,5,22,casual,2,3.99,1.24,7.98,5.5
14/1/2021,1,0,5,23,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,0,casual,3,3.99,1.24,11.97,8.25
15/1/2021,1,0,6,1,casual,2,3.99,1.24,7.98,5.5
15/1/2021,1,0,6,2,casual,0,3.99,1.24,0,0
15/1/2021,1,0,6,3,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,4,casual,0,3.99,1.24,0,0
15/1/2021,1,0,6,5,casual,0,3.99,1.24,0,0
15/1/2021,1,0,6,6,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,7,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,8,casual,1,3.99,1.24,3.99,2.75
15/1/2021,1,0,6,9,casual,2,3.99,1.24,7.98,5.5
15/1/2021,1,0,6,10,casual,2,3.99,1.24,7.98,5.5
15/1/2021,1,0,6,11,casual,18,3.99,1.24,71.82,49.5
15/1/2021,1,0,6,12,casual,15,3.99,1.24,59.85,41.25
15/1/2021,1,0,6,13,casual,21,3.99,1.24,83.79,57.75
15/1/2021,1,0,6,14,casual,26,3.99,1.24,103.74,71.5
15/1/2021,1,0,6,15,casual,21,3.99,1.24,83.79,57.75
15/1/2021,1,0,6,16,casual,33,3.99,1.24,131.67,90.75
15/1/2021,1,0,6,17,casual,29,3.99,1.24,115.71,79.75
15/1/2021,1,0,6,18,casual,15,3.99,1.24,59.85,41.25
15/1/2021,1,0,6,19,casual,14,3.99,1.24,55.86,38.5
15/1/2021,1,0,6,20,casual,6,3.99,1.24,23.94,16.5
15/1/2021,1,0,6,21,casual,6,3.99,1.24,23.94,16.5
15/1/2021,1,0,6,22,casual,0,3.99,1.24,0,0
15/1/2021,1,0,6,23,casual,5,3.99,1.24,19.95,13.75
16/1/2021,1,0,0,0,casual,6,3.99,1.24,23.94,16.5
16/1/2021,1,0,0,1,casual,4,3.99,1.24,15.96,11
16/1/2021,1,0,0,2,casual,3,3.99,1.24,11.97,8.25
16/1/2021,1,0,0,3,casual,9,3.99,1.24,35.91,24.75
16/1/2021,1,0,0,4,casual,0,3.99,1.24,0,0
16/1/2021,1,0,0,5,casual,1,3.99,1.24,3.99,2.75
16/1/2021,1,0,0,6,casual,0,3.99,1.24,0,0
16/1/2021,1,0,0,7,casual,0,3.99,1.24,0,0
16/1/2021,1,0,0,8,casual,0,3.99,1.24,0,0
16/1/2021,1,0,0,9,casual,3,3.99,1.24,11.97,8.25
16/1/2021,1,0,0,10,casual,8,3.99,1.24,31.92,22
16/1/2021,1,0,0,11,casual,23,3.99,1.24,91.77,63.25
16/1/2021,1,0,0,12,casual,29,3.99,1.24,115.71,79.75
16/1/2021,1,0,0,13,casual,23,3.99,1.24,91.77,63.25
16/1/2021,1,0,0,14,casual,22,3.99,1.24,87.78,60.5
16/1/2021,1,0,0,15,casual,35,3.99,1.24,139.65,96.25
16/1/2021,1,0,0,16,casual,22,3.99,1.24,87.78,60.5
16/1/2021,1,0,0,17,casual,23,3.99,1.24,91.77,63.25
16/1/2021,1,0,0,18,casual,11,3.99,1.24,43.89,30.25
16/1/2021,1,0,0,19,casual,14,3.99,1.24,55.86,38.5
16/1/2021,1,0,0,20,casual,7,3.99,1.24,27.93,19.25
16/1/2021,1,0,0,21,casual,6,3.99,1.24,23.94,16.5
16/1/2021,1,0,0,22,casual,2,3.99,1.24,7.98,5.5
16/1/2021,1,0,0,23,casual,0,3.99,1.24,0,0
17/1/2021,1,0,1,0,casual,1,3.99,1.24,3.99,2.75
17/1/2021,1,0,1,1,casual,1,3.99,1.24,3.99,2.75
17/1/2021,1,0,1,2,casual,0,3.99,1.24,0,0
17/1/2021,1,0,1,3,casual,0,3.99,1.24,0,0
17/1/2021,1,0,1,4,casual,1,3.99,1.24,3.99,2.75
17/1/2021,1,0,1,5,casual,0,3.99,1.24,0,0
17/1/2021,1,0,1,6,casual,0,3.99,1.24,0,0
17/1/2021,1,0,1,7,casual,4,3.99,1.24,15.96,11
17/1/2021,1,0,1,8,casual,3,3.99,1.24,11.97,8.25
17/1/2021,1,0,1,9,casual,8,3.99,1.24,31.92,22
17/1/2021,1,0,1,10,casual,7,3.99,1.24,27.93,19.25
17/1/2021,1,0,1,11,casual,9,3.99,1.24,35.91,24.75
17/1/2021,1,0,1,12,casual,10,3.99,1.24,39.9,27.5
17/1/2021,1,0,1,13,casual,13,3.99,1.24,51.87,35.75
17/1/2021,1,0,1,14,casual,12,3.99,1.24,47.88,33
17/1/2021,1,0,1,15,casual,21,3.99,1.24,83.79,57.75
17/1/2021,1,0,1,16,casual,6,3.99,1.24,23.94,16.5
17/1/2021,1,0,1,17,casual,4,3.99,1.24,15.96,11
17/1/2021,1,0,1,18,casual,7,3.99,1.24,27.93,19.25
17/1/2021,1,0,1,19,casual,2,3.99,1.24,7.98,5.5
17/1/2021,1,0,1,20,casual,4,3.99,1.24,15.96,11
17/1/2021,1,0,1,21,casual,3,3.99,1.24,11.97,8.25
17/1/2021,1,0,1,22,casual,0,3.99,1.24,0,0
17/1/2021,1,0,1,23,casual,1,3.99,1.24,3.99,2.75
18/1/2021,1,0,2,12,casual,0,3.99,1.24,0,0
18/1/2021,1,0,2,13,casual,0,3.99,1.24,0,0
18/1/2021,1,0,2,14,casual,2,3.99,1.24,7.98,5.5
18/1/2021,1,0,2,15,casual,3,3.99,1.24,11.97,8.25
18/1/2021,1,0,2,16,casual,0,3.99,1.24,0,0
18/1/2021,1,0,2,17,casual,1,3.99,1.24,3.99,2.75
